parcelid,bathroomcnt,bedroomcnt,buildingqualitytypeid,calculatedbathnbr,calculatedfinishedsquarefeet,finishedsquarefeet12,fips,fullbathcnt,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,propertylandusetypeid,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,unitcnt,yearbuilt,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,propertyzoningdesc_labels,yeardifference
11544747,4.0,3.0,10.0,4.0,1620.0,1620.0,6037,4.0,2.0,33996200,-118438000,6000.0,261,60372722.021006,12447.0,3101,116415.0,96047.0,0.0,1.0,2011.0,334432.0,835036.0,2015,500604.0,10244.94,321,4.0
11579347,0.0,0.0,4.0,2.0,3170.0,1440.0,6037,2.0,2.0,34047254,-118490143,5010.0,31,60377012.011008,12447.0,3101,113910.0,96149.0,0.0,1.0,1955.0,309226.0,528621.0,2015,219395.0,6905.7,898,60.0
11585547,2.0,3.0,4.0,2.0,2077.0,2077.0,6037,2.0,2.0,34012977,-118479243,6490.0,261,60377022.014001,26964.0,3101,118208.0,96152.0,0.0,1.0,1926.0,207035.0,637046.0,2015,430011.0,7924.68,903,89.0
11588747,3.0,3.0,7.0,3.0,2019.0,1440.0,6037,3.0,2.0,34003621,-118477513,6763.0,247,60377021.027,26964.0,3101,117023.0,96152.0,0.0,3.0,1950.0,445000.0,1410000.0,2015,965000.0,17034.34,900,65.0
11592147,0.0,0.0,7.0,2.0,28667.0,1440.0,6037,2.0,2.0,34021478,-118495171,6000.0,47,60377014.02401,26964.0,3101,761543.0,96148.0,0.0,1.0,1958.0,13115017.0,25410345.0,2015,12295328.0,333480.7,899,57.0
11609547,0.0,0.0,7.0,2.0,5610.0,1440.0,6037,2.0,2.0,34043579,-118420247,5500.0,31,60372693.005005,12447.0,3101,403142.0,96045.0,0.0,1.0,1929.0,33019.0,236380.0,2015,203361.0,3436.86,304,86.0
11617547,3.0,2.0,7.0,3.0,2735.0,2735.0,6037,3.0,2.0,34059700,-118439000,6000.0,266,60372656.022002,12447.0,3101,118920.0,96005.0,0.0,1.0,2010.0,746203.0,2878212.0,2015,2132009.0,34982.17,323,5.0
11660547,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,34061789,-118490569,6000.0,261,60372623.033004,12447.0,3101,113910.0,96030.0,0.0,1.0,1950.0,229921.0,6629148.0,2015,6399227.0,80348.13,324,65.0
11681747,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,34078805,-118685815,2902.0,261,60378001.023052,12447.0,3101,118208.0,96337.0,0.0,1.0,1950.0,100000.0,15299.0,2015,15299.0,248.89,375,65.0
11698747,0.0,0.0,7.0,2.0,18629.0,1440.0,6037,2.0,2.0,33989166,-118352009,17015.0,47,60377031.003012,12447.0,3101,115729.0,96024.0,0.0,1.0,1949.0,581388.0,1295374.0,2015,713986.0,19040.15,410,66.0
11704347,0.0,0.0,7.0,2.0,1781.0,1440.0,6037,2.0,2.0,33997099,-118308380,7484.0,31,60372324.003003,12447.0,3101,118208.0,96043.0,0.0,1.0,1934.0,30775.0,99589.0,2015,68814.0,2282.52,304,81.0
11732547,0.0,0.0,7.0,2.0,4320.0,1440.0,6037,2.0,2.0,34040347,-118284504,9410.0,31,60372211.202001,12447.0,3101,403192.0,95987.0,0.0,1.0,1925.0,51702.0,258557.0,2015,206855.0,3695.84,304,90.0
11742147,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,34048500,-118351405,3928.0,260,60372171.001005,12447.0,3101,274514.0,96000.0,0.0,1.0,1950.0,4633.0,286462.0,2015,281829.0,3639.9,306,65.0
11751547,0.0,0.0,7.0,2.0,1012.0,1440.0,6037,2.0,2.0,34059275,-118343860,6163.0,47,60372162.001002,12447.0,3101,274514.0,96017.0,0.0,1.0,1936.0,51230.0,1178301.0,2015,1127071.0,14592.4,304,79.0
11759947,2.0,4.0,7.0,2.0,1931.0,1440.0,6037,2.0,2.0,33990297,-118275168,5420.0,246,60372328.002008,12447.0,3101,268496.0,96018.0,0.0,2.0,1957.0,122915.0,221244.0,2015,98329.0,2885.93,320,58.0
11780147,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,34046011,-118261452,6000.0,266,60372079.002,12447.0,3101,268118.0,95996.0,0.0,1.0,1950.0,274602.0,302423.0,2015,27821.0,4920.64,304,65.0
11780347,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,34046011,-118261452,6000.0,266,60372079.002,12447.0,3101,268118.0,95996.0,0.0,1.0,1950.0,790507.0,870573.0,2015,80066.0,11581.37,304,65.0
11781947,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,34053742,-118277178,19283.0,47,60372094.021001,12447.0,3101,268404.0,96038.0,0.0,1.0,1920.0,182626.0,497257.0,2015,314631.0,8156.96,304,95.0
11808747,0.0,0.0,7.0,2.0,2427.0,1440.0,6037,2.0,2.0,34078681,-118213803,4676.0,31,60371992.012003,12447.0,3101,116206.0,96012.0,0.0,1.0,1937.0,130000.0,380000.0,2015,250000.0,4937.95,306,78.0
11817747,0.0,0.0,7.0,2.0,2718.0,1440.0,6037,2.0,2.0,34090024,-118162665,2749.0,31,60372015.011007,12447.0,3101,114914.0,96013.0,0.0,2.0,1962.0,226398.0,327880.0,2015,101482.0,2236.95,304,53.0
11818747,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,34072919,-118164004,5875.0,261,60372017.003004,12447.0,3101,403190.0,96013.0,0.0,1.0,1950.0,100000.0,11009.0,2015,11009.0,650.15,317,65.0
11823747,0.0,0.0,4.0,2.0,3230.0,1440.0,6037,2.0,2.0,34048938,-118192806,4995.0,31,60372032.002005,12447.0,3101,113886.0,96044.0,0.0,2.0,1927.0,42184.0,94118.0,2015,51934.0,1439.04,304,88.0
11824947,0.0,0.0,7.0,2.0,2086.0,1440.0,6037,2.0,2.0,34040253,-118188151,5279.0,31,60375311.013003,17882.0,3101,118208.0,96044.0,0.0,2.0,1908.0,101787.0,364299.0,2015,262512.0,6196.56,411,107.0
11825347,0.0,0.0,7.0,2.0,4355.0,1440.0,6037,2.0,2.0,34033519,-118185231,9132.0,31,60375311.014001,17882.0,3101,118208.0,96044.0,0.0,5.0,1957.0,299317.0,554292.0,2015,254975.0,9208.71,411,58.0
11828947,0.0,0.0,7.0,2.0,4567.0,1440.0,6037,2.0,2.0,34028416,-118191127,5163.0,31,60375312.012006,17882.0,3101,118208.0,96044.0,0.0,1.0,1909.0,37097.0,55024.0,2015,17927.0,2778.74,411,106.0
11829547,0.0,0.0,7.0,2.0,2156.0,1440.0,6037,2.0,2.0,34024226,-118188022,7165.0,31,60375312.021008,17882.0,3101,118208.0,96004.0,0.0,2.0,1959.0,202976.0,338633.0,2015,135657.0,5716.15,416,56.0
11852147,0.0,0.0,7.0,2.0,3159.0,1440.0,6037,2.0,2.0,34021350,-118130571,2555.0,31,60375302.041015,25953.0,3101,118208.0,96192.0,0.0,2.0,1955.0,58726.0,72165.0,2015,13439.0,1614.71,640,60.0
11900147,0.0,0.0,7.0,2.0,6150.0,1440.0,6037,2.0,2.0,34096844,-118107664,4022.0,47,60374811.011014,33837.0,3101,118208.0,96515.0,0.0,1.0,1916.0,217832.0,400448.0,2015,182616.0,6693.9,888,99.0
11918747,0.0,0.0,4.0,2.0,1045.0,1440.0,6037,2.0,2.0,34081400,-118085000,117792.0,47,60374814.025006,33837.0,3101,118208.0,96515.0,0.0,1.0,1993.0,188117.0,313528.0,2015,125411.0,4521.82,889,22.0
11935747,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,34071672,-118250933,2500.0,248,60371976.002001,12447.0,3101,268134.0,96007.0,0.0,1.0,1950.0,100000.0,1808.0,2015,1808.0,34.1,327,65.0
11936547,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,34067385,-118242805,25183.0,248,60371977.003006,12447.0,3101,268134.0,95993.0,0.0,1.0,1950.0,100000.0,120596.0,2015,120596.0,1754.55,321,65.0
11951747,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,34104348,-118254681,5173.0,260,60371873.001013,12447.0,3101,268473.0,96020.0,0.0,1.0,1950.0,2225.0,537313.0,2015,535088.0,6520.09,320,65.0
11954547,0.0,0.0,7.0,2.0,1200.0,1200.0,6037,2.0,2.0,34097714,-118248712,4054.0,261,60371974.101013,12447.0,3101,268134.0,96020.0,0.0,1.0,1972.0,587.0,5249.0,2015,4662.0,91.6,318,43.0
11960747,0.0,0.0,7.0,2.0,7323.0,1440.0,6037,2.0,2.0,34117105,-118242371,9099.0,31,60371864.011003,12447.0,3101,273825.0,96046.0,0.0,1.0,1960.0,126667.0,177232.0,2015,50565.0,2676.72,302,55.0
11978347,0.0,0.0,7.0,2.0,5085.0,1440.0,6037,2.0,2.0,34110288,-118191254,3751.0,47,60371836.102009,12447.0,3101,115609.0,96023.0,0.0,1.0,1919.0,157401.0,281661.0,2015,124260.0,5381.07,306,96.0
12013147,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,34099979,-118341961,976.0,248,60371901.003006,12447.0,3101,32059.0,96009.0,0.0,1.0,1950.0,100000.0,25000.0,2015,25000.0,331.47,326,65.0
12022147,0.0,0.0,7.0,2.0,10152.0,1440.0,6037,2.0,2.0,34090892,-118385831,6057.0,47,60377005.011001,48424.0,3101,118208.0,96050.0,0.0,1.0,1936.0,839931.0,2070254.0,2015,1230323.0,28990.15,967,79.0
12037147,0.0,0.0,7.0,2.0,5482.0,1440.0,6037,2.0,2.0,34102958,-118286134,6348.0,31,60371891.011006,12447.0,3101,274359.0,96008.0,0.0,4.0,1942.0,191820.0,396431.0,2015,204611.0,5488.44,306,73.0
12060147,0.0,0.0,7.0,2.0,5302.0,1440.0,6037,2.0,2.0,34162542,-118264158,5567.0,31,60373012.061003,45457.0,3101,275856.0,96321.0,0.0,4.0,1940.0,328484.0,786107.0,2015,457623.0,8944.55,231,75.0
12076747,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,34172392,-118198221,9787.0,260,60373009.011015,45457.0,3101,276256.0,96325.0,0.0,1.0,1950.0,18359.0,178495.0,2015,160136.0,1991.53,238,65.0
12077147,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,34170195,-118191644,2111.0,261,60373009.012,45457.0,3101,276256.0,96325.0,0.0,1.0,1950.0,100000.0,2171.0,2015,2171.0,650.15,238,65.0
12104147,0.0,0.0,7.0,2.0,6200.0,1440.0,6037,2.0,2.0,34148283,-118149156,10004.0,47,60374619.022023,47019.0,3101,275958.0,96291.0,0.0,1.0,1924.0,214294.0,2571561.0,2015,2357267.0,33702.9,771,91.0
12111347,0.0,0.0,7.0,2.0,18348.0,1440.0,6037,2.0,2.0,34144225,-118132334,53507.0,47,60374636.013005,47019.0,3101,275405.0,96289.0,0.0,1.0,2006.0,3962686.0,8283548.0,2015,4320862.0,104673.72,770,9.0
12144747,4.0,4.0,7.0,4.0,3086.0,1440.0,6037,4.0,2.0,34111765,-118045669,12843.0,246,60374316.002001,50749.0,3101,118208.0,96268.0,0.0,2.0,1950.0,338167.0,993913.0,2015,655746.0,9602.77,26,65.0
12167947,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,34202429,-118123203,145953.0,261,60374601.002,30187.0,3101,118208.0,96265.0,0.0,1.0,1950.0,100000.0,378.0,2015,378.0,650.15,437,65.0
12168547,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,34192420,-118125270,5504.0,261,60374601.00301,30187.0,3101,118208.0,96265.0,0.0,1.0,1950.0,100000.0,34466.0,2015,34466.0,1057.69,436,65.0
12171147,0.0,0.0,7.0,2.0,2098.0,1440.0,6037,2.0,2.0,34171205,-118131784,5927.0,31,60374615.012,47019.0,3101,273539.0,96292.0,0.0,1.0,1929.0,19354.0,43809.0,2015,24455.0,1112.02,771,86.0
12188547,0.0,0.0,7.0,2.0,1377.0,1440.0,6037,2.0,2.0,33976720,-118268917,3251.0,31,60372393.202002,12447.0,3101,268496.0,95984.0,0.0,1.0,1923.0,15911.0,47752.0,2015,31841.0,834.94,321,92.0
12195547,0.0,0.0,7.0,2.0,2649.0,1440.0,6037,2.0,7.0,33972924,-118288809,5602.0,31,60372377.101003,12447.0,3101,118208.0,96025.0,0.0,1.0,1912.0,74940.0,152999.0,2015,78059.0,2135.55,327,103.0
12209347,0.0,0.0,7.0,2.0,2440.0,1440.0,6037,2.0,2.0,33955375,-118307766,3000.0,31,60372384.002003,12447.0,3101,118208.0,96028.0,0.0,1.0,1947.0,58402.0,181354.0,2015,122952.0,2452.47,304,68.0
12211747,0.0,0.0,7.0,2.0,2675.0,1440.0,6037,2.0,2.0,33956700,-118274000,2750.0,31,60372402.003008,12447.0,3101,268496.0,95984.0,0.0,1.0,1960.0,61377.0,150891.0,2015,89514.0,2076.56,304,55.0
12228547,0.0,0.0,7.0,2.0,1564.0,1440.0,6037,2.0,2.0,33938538,-118268310,6000.0,31,60372409.005003,12447.0,3101,268496.0,96042.0,0.0,1.0,1935.0,92600.0,235000.0,2015,142400.0,3354.42,327,80.0
12254347,0.0,0.0,10.0,2.0,1208.0,1440.0,6037,2.0,2.0,33885660,-118290186,6447.0,31,60372912.102019,12447.0,3101,273930.0,96104.0,0.0,1.0,1953.0,12621.0,44822.0,2015,32201.0,1095.0,321,62.0
12257147,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,33915785,-118271373,91940.0,31,60375409.023002,118994.0,3101,118208.0,96042.0,0.0,1.0,1950.0,100000.0,62374.0,2015,62374.0,650.15,419,65.0
12310147,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,33954475,-118183468,6000.0,260,60375360.001009,47762.0,3101,118208.0,96125.0,0.0,1.0,1950.0,5763000.0,27864269.0,2015,22101269.0,362406.91,874,65.0
12311747,0.0,0.0,4.0,2.0,10030.0,1440.0,6037,2.0,2.0,33943371,-118199640,17595.0,47,60375359.024002,47762.0,3101,118208.0,96125.0,0.0,1.0,1985.0,3070139.0,3784125.0,2015,713986.0,49852.47,871,30.0
12322547,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,33906779,-118177023,7936.0,260,60375537.011007,6395.0,3101,118208.0,96220.0,0.0,1.0,1950.0,5000.0,304150.0,2015,299150.0,3697.21,694,65.0
12360147,0.0,0.0,7.0,2.0,3084.0,1440.0,6037,2.0,2.0,33980399,-118206130,2834.0,31,60375332.01201,39076.0,3101,118208.0,96110.0,0.0,1.0,1926.0,120906.0,265147.0,2015,144241.0,4780.24,271,89.0
12366747,0.0,0.0,7.0,2.0,2029.0,1440.0,6037,2.0,2.0,33975454,-118164470,6369.0,31,60375341.012002,16961.0,3101,118208.0,96083.0,0.0,1.0,1944.0,106417.0,370250.0,2015,263833.0,6546.14,66,71.0
12371547,0.0,0.0,7.0,2.0,1902.0,1440.0,6037,2.0,7.0,34014159,-118146081,2471.0,31,60375323.033006,17882.0,3101,118208.0,96003.0,0.0,1.0,1951.0,26495.0,43607.0,2015,17112.0,1028.06,132,64.0
12378747,0.0,0.0,7.0,2.0,1534.0,1440.0,6037,2.0,2.0,34011495,-118115623,5840.0,47,60375320.021002,25953.0,3101,118208.0,96192.0,0.0,1.0,1923.0,95818.0,274447.0,2015,178629.0,4286.01,640,92.0
12405147,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,33881947,-118064573,1163.0,269,60375545.131,10774.0,3101,118208.0,96206.0,0.0,1.0,1950.0,100000.0,9.0,2015,9.0,650.15,118,65.0
12408747,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,33878703,-118087837,361.0,269,60375545.21301,10774.0,3101,118208.0,96206.0,0.0,1.0,1950.0,100000.0,9.0,2015,9.0,650.15,120,65.0
12446947,0.0,0.0,7.0,2.0,2875.0,1440.0,6037,2.0,7.0,33874912,-118168701,3776.0,31,60375702.021002,46298.0,3101,276476.0,96239.0,0.0,2.0,1947.0,140416.0,200590.0,2015,60174.0,3001.85,341,68.0
12476147,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,33874476,-118127752,6500.0,260,60375544.042,44116.0,3101,118208.0,96208.0,0.0,1.0,1950.0,1019.0,235614.0,2015,234595.0,2880.22,56,65.0
12508747,3.0,0.0,7.0,3.0,9893.0,9893.0,6037,3.0,2.0,33801943,-118157478,19073.0,260,60375734.031001,27103.0,3101,118208.0,96234.0,0.0,1.0,2004.0,1194601.0,1716511.0,2015,521910.0,21738.76,883,11.0
12537947,0.0,0.0,7.0,2.0,171.0,171.0,6037,2.0,2.0,33770827,-118156513,13002.0,261,60375768.022002,46298.0,3101,416304.0,96246.0,0.0,1.0,1973.0,100000.0,6817.0,2015,6817.0,255.17,369,42.0
12549947,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,33779270,-118169007,601.0,248,60375764.031005,46298.0,3101,416309.0,96245.0,0.0,1.0,1950.0,100000.0,989.0,2015,989.0,24.04,366,65.0
12559547,0.0,0.0,7.0,2.0,203.0,203.0,6037,2.0,2.0,33773611,-118193771,17359.0,261,60375759.02101,46298.0,3101,273486.0,96236.0,0.0,1.0,1960.0,6977.0,13954.0,2015,6977.0,163.79,345,55.0
12559747,0.0,0.0,4.0,2.0,8360.0,1440.0,6037,2.0,2.0,33771212,-118191236,8600.0,47,60375762.005021,46298.0,3101,273486.0,96236.0,0.0,1.0,2003.0,717227.0,1075840.0,2015,358613.0,16751.44,350,12.0
12560547,0.0,0.0,7.0,2.0,20089.0,1440.0,6037,2.0,2.0,33770013,-118192643,88436.0,31,60375759.021026,46298.0,3101,273486.0,96236.0,0.0,1.0,1992.0,1166008.0,1269187.0,2015,103179.0,19099.49,340,23.0
12592347,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,33824365,-118303282,6000.0,266,60372932.021,12447.0,3101,273930.0,96159.0,0.0,1.0,1950.0,100000.0,55570.0,2015,55570.0,699.37,318,65.0
12606547,3.0,3.0,4.0,3.0,2166.0,2166.0,6037,3.0,2.0,33837000,-118347000,22073.0,266,60376507.012001,54722.0,3101,118208.0,96161.0,0.0,1.0,2005.0,363000.0,659000.0,2015,296000.0,7580.62,946,10.0
12612547,0.0,0.0,7.0,2.0,3725.0,1440.0,6037,2.0,2.0,33795369,-118318560,11168.0,31,60376700.032006,53027.0,3101,118208.0,96217.0,0.0,4.0,1950.0,457930.0,578434.0,2015,120504.0,8253.47,571,65.0
12645947,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,33750912,-118284822,4386.0,261,60372962.101,12447.0,3101,54300.0,96221.0,0.0,1.0,1950.0,100000.0,59927.0,2015,59927.0,650.15,318,65.0
12649147,0.0,0.0,7.0,2.0,1440.0,1440.0,6037,2.0,2.0,33729436,-118292194,4648.0,261,60372969.012,12447.0,3101,54300.0,96221.0,0.0,1.0,1950.0,100000.0,23448.0,2015,23448.0,650.15,327,65.0
12665947,0.0,0.0,7.0,2.0,1464.0,1440.0,6037,2.0,2.0,33835697,-118384037,3717.0,31,60376213.013004,33612.0,3101,118208.0,96123.0,0.0,1.0,1962.0,31966.0,326096.0,2015,294130.0,4468.67,784,53.0
12682747,0.0,0.0,7.0,2.0,2000.0,1440.0,6037,2.0,2.0,33803768,-118349826,6102.0,31,60376514.02204,54722.0,3101,118825.0,96163.0,0.0,1.0,1953.0,184374.0,491668.0,2015,307294.0,5985.29,947,62.0
12685947,0.0,0.0,7.0,2.0,8444.0,1440.0,6037,2.0,2.0,33799682,-118388346,5774.0,47,60376703.244027,33311.0,3101,118208.0,96121.0,0.0,1.0,1952.0,658587.0,1072446.0,2015,413859.0,14959.2,780,63.0
12716947,1.0,3.0,7.0,1.0,1244.0,1244.0,6037,1.0,7.0,33953559,-118083855,6021.0,261,60375027.004004,13716.0,3101,118208.0,96201.0,0.0,1.0,1950.0,106418.0,166927.0,2015,60509.0,2532.88,931,65.0
